Manufacturer,Model,Form factor
Leotec,mid1016_mk_64,Tablet
Lephone,S104G,Phone
Lesia,BRIGHT_20,Phone
Lesia,C5,Phone
Lesia,FUTURE 10,Phone
Lesia,HOT_30,Phone
Lesia,K2s,Phone
Lesia,NEO_9,Phone
Lesia,SMART_7,Phone
LEVIRTU,M128-EEA,Tablet
LEVIRTU,M309-EEA,Tablet
Lexibook,LT10,Tablet
Lexibook,LT10_01_EEA,Tablet
Lexibook,LT10_10,Tablet
Lexibook,MFC149,Tablet
Lexibook,TL70,Tablet
Lexibook,TL70_04_EEA,Tablet
Lexibook,TLN10FR,Tablet
LG_Electronics,TR3DK,Tablet
LG_Electronics,TR3DQ-B,Tablet
LG_Electronics,TR3PN,Tablet
LGE,B6,Tablet
LGE,G Pad 5 10.1 FHD,Tablet
LGE,G8S ThinQ,Phone
LGE,G8X ThinQ,Phone
LGE,JOJO,Phone
LGE,K22,Phone
LGE,K42,Phone
LGE,K50S,Phone
LGE,K51,Phone
LGE,K51S,Phone
LGE,K71,Phone
LGE,K92,Phone
LGE,L-03K,Phone
LGE,LG Aristo 3+,Phone
LGE,LG G Pad IV 8.0 FHD LTE,Tablet
LGE,LG G5,Phone
LGE,LG G6,Phone
LGE,LG G7 fit,Phone
LGE,LG G7 ThinQ,Phone
LGE,LG G8 ThinQ™,Phone
LGE,LG Harmony 4,Phone
LGE,LG it,Phone
LGE,LG K10 (2017),Phone
LGE,LG K20,Phone
LGE,LG K30,Phone
LGE,LG K31,Phone
LGE,LG K33,Phone
LGE,LG K35,Phone
LGE,LG K40,Phone
LGE,LG K40S,Phone
LGE,LG K41S,Phone
LGE,LG K50,Phone
LGE,LG K8 (2017),Phone
LGE,LG K8s,Phone
LGE,LG L455DL,Phone
LGE,LG Premier Pro,Phone
LGE,LG Q6,Phone
LGE,LG Q7,Phone
LGE,LG Q7+,Phone
LGE,LG Q70,Phone
LGE,LG Q9 One,Phone
LGE,LG Reflect,Phone
LGE,LG Solo LTE,Phone
LGE,LG style2,Phone
LGE,LG style3,Phone
LGE,LG Stylo 4,Phone
LGE,LG Stylo 5,Phone
LGE,LG Stylo 5+,Phone
LGE,LG Stylo 7,Phone
LGE,LG Tribute Royal,Phone
LGE,LG Ultra Tab,Tablet
LGE,LG V35 ThinQ,Phone
LGE,LG V50 ThinQ,Phone
LGE,LG V60 ThinQ,Phone
LGE,LG V60 ThinQ 5G,Phone
LGE,LG VELVET,Phone
LGE,LG WING,Phone
LGE,LG X charge,Phone
LGE,LG X Venture,Phone
LGE,LG X500,Phone
LGE,LG Xpression Plus 2,Phone
LGE,LM-X120,Phone
LGE,LM-X420,Phone
LGE,MY LG Mobile,Phone
LGE,Nexus 5X,Phone
LGE,Q52,Phone
LGE,Q61,Phone
LGE,Q8,Phone
LGE,Q92,Phone
LGE,QStylus,Phone
LGE,V20,Phone
LGE,V20 PRO,Phone
LGE,V30,Phone
LGE,V30+,Phone
LGE,V40 ThinQ,Phone
LGE,V50 ThinQ,Phone
LGE,VELVET,Phone
LGE,VELVET 2 PRO,Phone
LGE,W10,Phone
LGE,W10 Alpha,Phone
LGE,W11,Phone
LGE,W30,Phone
LGE,W30 Pro,Phone
LGE,W31,Phone
LGE,W41,Phone
LGE,X4,Phone
LGE,X6(2019),Phone
LGE,ZONE4,Phone
Libre,W101,Tablet
Libre,W808,Tablet
LIFE Digital,K3102_4G,Tablet
LIFE Digital,K3102_W,Tablet
LIFEPHONE,HERO,Phone
LIFEPHONE,IDOL,Phone
LIFEPHONE,SIMPLE,Phone
LIFEPHONE,STAR,Phone
LIFEPHONE,VISION,Phone
LIFEPHONE,WATER,Phone
LIFEPHONE,WORLD,Phone
Lincplus,M11_EU,Tablet
Lincplus,M8_EU,Tablet
Lincplus,T3_US,Tablet
Lincplus,T4,Tablet
Lincplus,T4_EU,Tablet
Linsay,F10XIPG,Tablet
Linsay,F10XIPGPLUS,Tablet
Linsay,F10XIPS,Tablet
Linsay,F10XIPSQ,Tablet
Linsay,F_10XIPS,Tablet
LitByLeia,LUME,Tablet
LiteTEL,X20,Phone
LNMBBS,H11-EEA,Tablet
LNMBBS,L20,Tablet
LNMBBS,L20-EEA,Tablet
LNMBBS,L201-EEA,Tablet
LNMBBS,L211,Tablet
LNMBBS,L23,Tablet
LNMBBS,L23-EEA,Tablet
LNMBBS,L28-EEA,Tablet
LNMBBS,L60,Tablet
LNMBBS,L80_US,Tablet
LNMBBS,P40-EEA,Tablet
LNMBBS,P401,Tablet
LOGIC,EX_Series,Tablet
LOGIC,HX_Series,Tablet
LOGIC,L-PAD-PRO-BK,Tablet
LOGIC,L65E,Phone
LOGIC,L66F,Phone
LOGIC,Logic L68M Plus,Phone
LOGIC,LOGIC_G2L,Phone
LOGIC,LOGIC_L55V,Phone
LOGIC,ZX_Series,Tablet
Logic Instrument,Logic Instrument Fieldbook 57,Phone
Logic Instrument,Logic Instrument Fieldbook N101,Tablet
Logic Mobility,G1L,Phone
Logic Mobility,L4T,Phone
Logic Mobility,L50,Phone
Logic Mobility,L55A,Phone
Logic Mobility,L55B,Phone
Logic Mobility,L57,Phone
Logic Mobility,L63A,Phone
Logic Mobility,L66,Phone
Logic Mobility,L66 LITE,Phone
Logic Mobility,L66 PRO,Phone
Logic Mobility,L68 Ultra,Phone
Logic Mobility,LOGIC  L55V  PLUS,Phone
Logic Mobility,LOGIC L50T,Phone
Logic Mobility,LOGIC L61,Phone
Logic Mobility,LOGIC L63,Phone
Logic Mobility,LOGIC L65 LITE,Phone
Logic Mobility,LOGIC MV01,Phone
Logic Mobility,LOGIC MV02,Phone
Logic Mobility,LOGIC_L4T_1,Phone
Logic Mobility,LOGIC_L60,Phone
Logic Mobility,LOGIC_L65,Phone
Logic Mobility,LOGIC_L66M,Phone
Logic Mobility,LOGIC_T10L_PLUS,Tablet
Logic Mobility,LOGIC_T10M,Tablet
Logic Mobility,LOGIC_X40,Phone
Logic Mobility,T10B,Tablet
Logic Mobility,T10L,Tablet
Logic Mobility,T3G,Phone
Logic Mobility,T3GPlus,Tablet
Logic Mobility,T4G,Phone
Logic Mobility,X50,Phone
Logic Mobility,X57A,Phone
Logicom,AERO,Phone
Logicom,COMET,Phone
Logicom,COSMO M2 PRO,Phone
Logicom,Elio,Phone
Logicom,EZY 2,Phone
Logicom,EZY_EEA,Phone
Logicom,FIVE,Phone
Logicom,Five Pro,Phone
Logicom,Five Pro 32,Phone
Logicom,FLOW,Phone
Logicom,L65T,Phone
Logicom,La Tab 109 HD,Tablet
Logicom,La Tab 90,Tablet
Logicom,La_Tab_105_P,Tablet
Logicom,La_Tab_114,Tablet
Logicom,La_Tab_114_Rev2,Tablet
Logicom,La_Tab_128,Tablet
Logicom,La_Tab_74,Tablet
Logicom,La_Tab_74_Rev2,Tablet
Logicom,La_Tab_75,Tablet
Logicom,La_Tab_Link_71_P,Tablet
Logicom,La_Tab_Link_73,Tablet
Logicom,La_tab_link_74,Phone
Logicom,La_Tab_Stand,Tablet
Logicom,Le Connect,Phone
Logicom,Le Fit FR,Phone
Logicom,Le Fizz,Phone
Logicom,Le Hola,Phone
Logicom,Le Hola FR,Phone
Logicom,Le Hop,Phone
Logicom,Le Link,Phone
Logicom,le Moov,Phone
Logicom,Le Must 2,Phone
Logicom,Le Omega,Phone
Logicom,Le Prime,Phone
Logicom,Le Swipe,Phone
Logicom,Le UP,Phone
Logicom,Le Wave,Phone
Logicom,Le_Pulse,Phone
Logicom,Le_Spark,Phone
Logicom,Logicom La Tab 127 HD,Tablet
Logicom,LOGIKIDS11,Tablet
Logicom,LOGIKIDS5,Tablet
Logicom,LOGIKIDS7,Tablet
Logicom,LOGIKIDS_11P,Phone
Logicom,Logikids_Buddy,Tablet
Logicom,LOGIKIDS_STAR,Tablet
Logicom,Luma,Phone
Logicom,LUNAR,Phone
Logicom,Lunar Pro,Phone
Logicom,LYRA,Phone
Logicom,LYRA PLUS,Phone
Logicom,ONIX,Phone
Logicom,ORION E1,Phone
Logicom,ORION E1 PLUS,Phone
Logicom,RIOPAD_7,Tablet
Logicom,SENSE,Phone
Logicom,SMART PRO,Phone
Logicom,SOLAR,Phone
Logicom,Solar Pro,Phone
Logicom,TAB134,Tablet
Logicom,TAB210,Tablet
Logicom,TAB76,Tablet
Logicom,Tab_80,Tablet
Logicom,TAB_FOLD_10,Tablet
Logicom,TAB_FOLD_12,Tablet
Logicom,Tab_Stand_Pro,Tablet
Logicom,TAB_STAND_PRO_2,Tablet
Logicom,TAB_XXL_14,Tablet
Logicom,TABLINK104,Tablet
Logicom,TABXL_14,Tablet
Logicom,VISION_X3_MAX,Phone
Logicom,WAVE  2s,Phone
Logicom,Wave 2,Phone
Logicom,Xtrem650,Phone
Logicom,Yuno,Phone
Logitec,LZ-AA10,Tablet
Logitech,GR0006,Phone
LONG-LIFE,TabLL08_13_24,Phone
loopDL,Loop,Phone
LOOQS,F102-EEA,Tablet
LP (TN),Lisa Pro,Phone
LP (TN),LP Legend,Phone
LP (TN),LP_N60,Phone
LP (TN),LP_Pro1,Phone
LP (TN),LP_T70,Phone
LP (TN),LP_T70_Lite,Phone
LP (TN),N-50,Phone
LP (TN),N-57,Phone
LP (TN),N-57+,Phone
LP (TN),N-60,Phone
LP (TN),VYPER PRO,Phone
LT Electronics,K100,Phone
LT Electronics,K200,Phone
LT Electronics,K700,Phone
LT Electronics,LT-NOTE-10S,Phone
LT Electronics,LT_C1500,Phone
LT Electronics,LT_C2200,Phone
LT Electronics,LT_C3300,Phone
LT Electronics,LT_C3500,Phone
LT Electronics,LT_S10_Lite,Phone
LT Electronics,SPURT_K300,Phone
LT Electronics,SPURT_K400,Phone
LT Electronics,SPURT_K500,Phone
LT Electronics,SPURT_K600,Phone
LT_Mobile,LT 2003,Phone
LT_Mobile,LT-E6707,Phone
LT_Mobile,LT_6217,Phone
LT_Mobile,LT_6509,Phone
LT_Mobile,LT_8102,Phone
LT_Mobile,LT_8103,Phone
LT_Mobile,LT_8106,Phone
LT_Mobile,LT_8110,Phone
LT_Mobile,LT_8501,Phone
LT_Mobile,LT_9701,Phone
LT_Mobile,LT_9902,Phone
LT_Mobile,LT_9904,Phone
LT_Mobile,LT_9906,Phone
LT_Mobile,LT_K80,Phone
LT_Mobile,LT_mobile_C26,Phone
LT_Mobile,LT_mobile_C27,Phone
LT_Mobile,LT_mobile_C60,Phone
LT_Mobile,LT_mobile_E16,Phone
LT_Mobile,LT_mobile_E18,Phone
LT_Mobile,LT_mobile_S22,Phone
LT_Mobile,LT_mobile_S33,Phone
LT_Mobile,LT_mobile_S40,Phone
LUCOMS,IWB,Tablet
Lumitel,L9502,Phone
Lumitel,L9503,Phone
LUMOS,LUMOS_KIDS_TABLET,Tablet
LUMOS,LUMOS_TABLET,Tablet
LUMOS,LUMOS_TABLET_PRO,Tablet
LUMOS,LUMOS_TABLET_ULTRA,Tablet
LUMUS,NEOSR620,Phone
LUNA,LUNA G9,Phone
LUNA,LUNA T10,Phone
LUNA,LUNA V6,Phone
LUNA,LUNA V6 3GB,Phone
LUNA,LUNA_G6,Phone
LUNA,LUNA_G6E,Phone
LUNAR,Lunar Eclipse L1,Phone
Lunnen,TL42810L01,Tablet
Lunnen,TL4648S01,Tablet
Lunnen,TL62810G01,Tablet
Lunnen,TL85611B01,Tablet
LUO(A),P70 Pro,Phone
LUO(A),S15 Pro,Phone
LUO(A),S16 Pro,Phone
LUO(A),S17 Pro,Phone
LUO(A),S18 Max,Phone
LUSH_MINT,LM5514G,Phone
LVILLE,TP1005,Tablet
LVILLE,TPC1013,Tablet
LVILLE,TPC1013_EEA,Tablet
LW,LW788,Tablet
LYKONDA,LY523,Tablet
LYOTECH_LABS,LFi_ONE_EEA,Phone
LZF(shenzhen),Z1A,Tablet
LZF(shenzhen),Z2,Tablet
LZF(shenzhen),Z3,Tablet
LZU_lzu,D113,Tablet
LZU_lzu,D113_EEA,Tablet
M-Horse,A9,Phone
M-Horse,C67,Phone
M-Horse,C68,Phone
M-Horse,MHORSE M,Phone
M-Horse,Note 50 Pro Max,Phone
M-Horse,Pad_17Pro,Tablet
M-KOPA,S34,Phone
M-KOPA,S50,Phone
M3 Mobile,M3 SL20,Phone
M3 Mobile,M3 SM20,Phone
M3 Mobile,M3 US20W,Phone
M3 Mobile,M3 US20X,Phone
M3 Mobile,M3-SL10,Phone
M3 Mobile,M3SL20K,Phone
M3 Mobile,M3SL20PLUS,Phone
M3 Mobile,M3SM15N_EEA,Phone
M3 Mobile,M3SM15X_EEA,Phone
M3 Mobile,M3UL20F_EEA,Phone
M3 Mobile,M3UL20W_EEA,Phone
M3 Mobile,M3UL20X_EEA,Phone
M4tel,R2 Plus,Phone
Mafe,V9,Phone
Mafe,Z2,Phone
MAGCH,M210,Tablet
MAGCH,M321-EEA,Tablet
MAGCH,M610-EEA,Tablet
MAGCH,M820,Phone
MAGCH,M820-EEA,Tablet
MAGCH,M821,Tablet
MAGCH,M821-EEA,Tablet
MAGCH,T7,Tablet
Magnavox,MMP848,Tablet
MagneticNorth,Multiple_Applications_Display_Terminal,Phone
MAGNUMTECH,MG715,Tablet
MAIBENBEN,PAD54G,Tablet
MAIBENBEN,PAD5WIFI,Tablet
Majestic,JACK,Phone
Majestic,JOE,Phone
Majestic,TAB-714,Tablet
Majestic,TAB_720_PLUS,Tablet
Majestic,TAB_811_4G,Tablet
Majestic,TAB_812_4G,Tablet
Majestic,TAB_814,Tablet
Majestic,TAB_847_3G,Tablet
Majestic,TAB_911_3G,Tablet
Majestic,TAB_912_4G,Tablet
Majestic,TAB_912_PRO_4G,Tablet
Majestic,TAB_914,Tablet
Majestic,TAB_915_4G,Tablet
Majestic,TAB_916_4G,Tablet
Majestic,TAB_918_PRO_4G,Tablet
Majestic,TAB_920_PLUS_4G,Tablet
Majestic,TAB_922_MAX,Tablet
Making Life Simple,iQ5011_E,Phone
Making Life Simple,iQA27X_E,Phone
Malata,UR5,Phone
Malata,UV350,Phone
Mantra,MFSTAB,Tablet
Mantra,MFSTABII,Tablet
Mantra,MFSTABIV,Tablet
Mantra,MOXA7,Tablet
Mantra,MOXA71,Tablet
Mara Phones,Mara  Z1,Phone
Mara Phones,Mara Phones R,Phone
Mara Phones,Mara S,Phone
Mara Phones,Mara X,Phone
Mara Phones,Mara X dual,Phone
Mara Phones,Mara X1,Phone
Mara Phones,Mara X1 d,Phone
Mara Phones,MARA Z,Phone
Mara Phones,Mara Z d,Phone
Mara Phones,Mara Z1 d,Phone
MarkaTab,Markatab-1,Tablet
MarkaTab,Speadtrum,Tablet
MarQ,MarQ_M3,Phone
MARVUE,M11,Tablet
MARVUE,M12,Tablet
MARVUE,M15,Tablet
MARVUE,M81,Tablet
MARVUE,M8_Pro,Tablet
MARVUE,Pad_M10,Tablet
Mascom,MASCOM SS289,Phone
Mascom,MASCOM WS517,Phone
Masstel,Hapi 15,Phone
Masstel,Hapi_30,Phone
Masstel,Masstel,Tablet
Masstel,Masstel Tab 10S,Tablet
Masstel,Masstel Tab 82,Phone
Masstel,Masstel_Hapi_20,Phone
Masstel,Masstel_S7,Phone
Masstel,Masstel_S9,Phone
Masstel,Masstel_Tab10_4G,Phone
Masstel,Masstel_Tab10_WiFi,Tablet
Masstel,Masstel_Tab11_Pro_4G,Tablet
Masstel,Masstel_Tab8_4G,Phone
Masstel,Masstel_Tab8_Edu,Phone
Masstel,Masstel_Tab_10.1Pro,Tablet
Masstel,Masstel_Tab_101,Tablet
Masstel,Masstel_Tab_104,Tablet
Masstel,Masstel_Tab_10E,Tablet
Masstel,Masstel_Tab_10M,Tablet
Masstel,Masstel_Tab_83,Phone
Masstel,Masstel_X5,Phone
Masstel,Tab10_Edu,Tablet
Masstel,Tab11_Ultra_4G,Tablet
Masstel,Tab7Plus,Tablet
Masstel,Tab8Pro,Phone
Masstel,Tab_10A,Tablet
Masstel,Tab_81,Tablet
Masstel,Tab_8A,Tablet
Master-G,MGTBA10OC,Tablet
Master-G,MGTBA8OC,Tablet
MASTERTECH,77-EV,Tablet
Maxcom,MS507_STRONG,Phone
Maxcom,MS515,Phone
Maxcom,MS554_eea,Phone
Maxcom,MS571,Phone
Maxcom,MS572,Phone
Maxcom,MS601,Phone
Maxcom,MS651,Phone
Maxcom,MS652,Phone
MAXHUB,E3,Tablet
MAXHUB,S2,Tablet
MAXHUB,U30,Tablet
MAXHUB,U4,Tablet
Maximus,D1,Phone
Maximus,D7,Phone
Maximus,G10 max,Phone
Maximus,P7_Plus,Phone
Maximus,R1_Pro,Phone
MAXLEGEN,M621,Tablet
MAXLEGEN,M621-EEA,Tablet
MAXLEGEN,M708-EEA,Tablet
Maxon,MAXON_MX4,Phone
Maxon,MAXON_MX70PRO,Phone
Maxon,MX50,Phone
MAXRON,MXPAD,Tablet
MAXRON,MXULTRA,Tablet
Maxtron,MAXTRON Genio,Tablet
Maxtron,smart,Phone
Maxvi,MS502_Orion,Phone
Maxwest,ASTRO 10R,Tablet
Maxwest,Astro 5 PRO,Phone
Maxwest,Astro 55T,Phone
Maxwest,Astro 5P,Phone
Maxwest,Astro 63R,Phone
Maxwest,ASTRO 6T,Phone
Maxwest,Astro 8R,Tablet
Maxwest,ASTRO A64,Phone
Maxwest,ASTRO A65,Phone
Maxwest,ASTRO A66,Phone
Maxwest,ASTRO A67,Phone
Maxwest,ASTRO_10_A,Tablet
Maxwest,Astro_55R,Phone
Maxwest,Astro_5X,Phone
Maxwest,ASTRO_8,Phone
Maxwest,ASTRO_A63,Phone
Maxwest,Astro 5T,Phone
Maxwest,Astro 8Q,Tablet
Maxwest,GRAVITY G6,Phone
Maxwest,GRAVITY G68,Phone
Maxwest,Gravity_6P,Phone
Maxwest,GRAVITY_G64,Phone
Maxwest,GRAVITY_G65,Phone
Maxwest,MX-A4R,Phone
Maxwest,MX-N62,Phone
Maxwest,Nitro 55A,Phone
Maxwest,Nitro 55E,Phone
Maxwest,Nitro 55Q,Phone
Maxwest,NITRO A65,Phone
Maxwest,NITRO G55,Phone
Maxwest,NITRO G56,Phone
Maxwest,NITRO N67,Phone
Maxwest,Nitro_55C,Phone
Maxwest,Nitro_5C,Phone
Maxwest,Nitro_5P,Phone
Maxwest,Nitro_7Q,Tablet
Maxwest,Nitro_8,Tablet
Maxwest,TAB-9G,Tablet
Maxwest,TAB_MAX_7,Tablet
Mazda,Mazda Connect,Android Automotive
MAZE,SSB5518R,Phone
Maze_speed,M1582C,Phone
Maze_speed,M1582C MAX,Phone
Maze_speed,M1586K,Phone
Maze_speed,M65,Phone
Maze_speed,M6561,Phone
Maze_speed,MS5314G,Phone
Maze_speed,MS5424G,Phone
Maze_speed,MS5514G,Phone
Maze_speed,MS5539G,Phone
Maze_speed,MS5614G,Phone
Maze_speed,SM4T,Tablet
Maze_speed,SSB10T323,Phone
Maze_speed,SSB8C223,Phone
Maze_speed,SSB8T323,Phone
MBO(Aolixin),16A Pro,Phone
MBO(Aolixin),24S_Ultra,Phone
Me_Mobile,Grace 9,Phone
MeanIT,K17,Tablet
MeanIT,meanIT X4,Phone
MeanIT,meanIT-X10,Tablet
MeanIT,meanIT_K20,Tablet
MeanIT,meanit_K28_EEA,Tablet
MeanIT,meanIT_X20,Tablet
MeanIT,meanIT_X40,Tablet
MeanIT,meanit_X50_EEA,Tablet
MeanIT,START_S5,Phone
MeanIT,X3,Phone
MeanIT,X5,Phone
Meberry,M6_V_EEA,Tablet
Meberry,M7_EEA,Tablet
Meberry,M7_US,Tablet
Meberry,M7_V_EEA,Tablet
Meberry,M7Pro,Tablet
Meberry,M8_EEA,Tablet
Meberry,M8_US,Tablet
Mecer,DX10-66,Tablet
Mecer,DX10-66-LTE,Tablet
Mecer,M17QF6-3Gplus,Tablet
Mecer,M17QF6_3G,Tablet
Mecer,M17QF6_4G,Tablet
Mecer,M17QF7_4G,Tablet
Mecer,M17QF8_4G,Tablet
Mecer,M77QF6,Phone
Mecer,M78QF6-4G,Tablet
Mecer,TF10MK1,Tablet
Mecool,KM7,Phone
Mediacom,10edge,Tablet
Mediacom,1AEC,Tablet
Mediacom,1AY,Tablet
Mediacom,1AZ2T,Tablet
Mediacom,1AZ_EEA,Tablet
Mediacom,1BEC_eea,Tablet
Mediacom,1BY,Tablet
Mediacom,1CY_EEA,Tablet
Mediacom,1DY,Tablet
Mediacom,1DY4G_eea,Tablet
Mediacom,1HY4G,Tablet
Mediacom,1IY4G,Tablet
Mediacom,7DY_EEA,Tablet
Mediacom,8AY,Tablet
Mediacom,8BY_EEA,Tablet
Mediacom,8CY,Tablet
Mediacom,8DY,Tablet
Mediacom,AZIMUT_4,Tablet
Mediacom,M-SP10KID,Tablet
Mediacom,M-SP1AZ2TW_EEA,Tablet
Mediacom,M-SP1AZ3_EEA,Tablet
Mediacom,M-SP1AZ3L,Tablet
Mediacom,M-SP1AZ3L2,Tablet
Mediacom,M-SP1AZ3P,Tablet
Mediacom,M-SP1EY,Tablet
Mediacom,M-SP1X10,Tablet
Mediacom,M-SP8EY,Tablet
Mediacom,M-SP8GY,Phone
Mediacom,M-SP8KID,Tablet
Mediacom,M-SP8KID2,Tablet
Mediacom,SP1AZ4_L,Tablet
Mediacom,SP1AZ4_P,Tablet
Mediacom,SP1AZ4_PL,Tablet
Medion,E1090X,Tablet
Medion,LIFETAB E1041X,Tablet
Medion,LIFETAB E1042X,Tablet
Medion,LIFETAB E1043X,Tablet
Medion,LIFETAB E1053X,Tablet
Medion,LIFETAB E1060X,Tablet
Medion,LIFETAB E1070X,Tablet
Medion,LIFETAB E1071X,Tablet
Medion,LIFETAB E1081X,Tablet
Medion,LIFETAB P1075X,Tablet
Medion,P1060X,Tablet
Medion,P1061X,Tablet
Medion,P1071X,Tablet
Medion,P1091X,Tablet
MEFERI,MC45,Phone
MEFERI,ME10,Phone
MEFERI,ME40K,Phone
MEFERI,ME40M,Phone
MEFERI,ME61,Phone
MEFERI,ME65,Phone
MEFERI,ME74,Phone
Meitu,MI CC 9 Meitu Edition,Phone
Meitu,T9,Phone
MEIZE,D105,Tablet
MEIZE,D106,Tablet
MEIZE,D108,Tablet
MEIZE,D115,Tablet
MEIZE,D125,Tablet
MEIZE,D125_EEA,Tablet
MEIZE,D126,Tablet
MEIZE,D126_EEA,Tablet
MEIZE,D138,Tablet
Meizu,16,Phone
Meizu,16 X,TV
Meizu,16s,Phone
Meizu,16s pro,Phone
Meizu,16T,Phone
Meizu,16th,Phone
Meizu,M1813,Phone
Meizu,M1822,Phone
Meizu,M1852,Phone
Meizu,Mblu 21,Phone
Meizu,Mblu 22,Phone
Meizu,Mblu 22 Pro,Phone
Meizu,meizu 16Xs,Phone
Meizu,meizu 17,Phone
Meizu,meizu 17 Pro,Phone
Meizu,MEIZU 18,Phone
Meizu,meizu 18 Pro,Phone
Meizu,MEIZU 18s,Phone
Meizu,MEIZU 18s Pro,Phone
Meizu,MEIZU 18X,Phone
Meizu,meizu 20,Phone
Meizu,MEIZU 20 Inf,Phone
Meizu,meizu 20 Pro,Phone
Meizu,meizu 21,Phone
Meizu,meizu 21 PRO,Phone
Meizu,MEIZU 22,Phone
Meizu,meizu C9,Phone
Meizu,meizu C9 pro,Phone
Meizu,MEIZU Lucky 08,Phone
Meizu,meizu M10,Phone
Meizu,meizu M8,Phone
Meizu,meizu M8 lite,Phone
Meizu,MEIZU Note 21,Phone
Meizu,MEIZU Note 21 Pro,Phone
Meizu,meizu note8,Phone
Meizu,meizu note9,Phone
Meizu,Meizu S6,Phone
Meizu,meizu X8,Phone
Meizu,MEIZU 21 Note,Phone
Meizu,Note 22,Phone
Meizu,Note9,Phone
Meizu,Polestar Phone,Phone
Melefon,Good,Phone
memetech,P30,Tablet
Memorex,MTAB_PRO_2600,Tablet
menfop,HaierP8B,Tablet
Mengdash,M_Q58,Tablet
Meswao,MES-B3,Tablet
Metro_Eye,M50_L10,Tablet
METZ,86SG1,Tablet
Mgears,Mstick4,Phone
MHL Mobile Company,TRECFONE_A21S,Phone
Mi,Mi 11 X,Phone
Micromax,B5 Pro,Phone
Micromax,Bharat 5 Infinity Edition,Phone
Micromax,Bharat Go,Phone
Micromax,In1,Phone
Micromax,IN1b,Phone
Micromax,IN_2b,Phone
Micromax,IN_2c,Phone
Micromax,IN_Note1,Phone
Micromax,IN_Note2,Phone
Micromax,Infinity N Series N12,Phone
Micromax,Ione Note,Phone
Micromax,Spark 4g,Phone
Micromax,Spark Go,Phone
Micromax,YU ACE,Phone
Microtech,etab_LTE,Tablet
Microtech,ETL101A_EEA,Tablet
Microtech,ETW101GT_C_EEA,Tablet
Microtech,ETW101GT_EEA,Tablet
MicroTouch,IDC_Series,Tablet
MicroTouch,M1_IC0_N702,Tablet
MicroTouch,M1_IC1_N700_4G,Tablet
Mightier,MT003-20,Tablet
Mightier,MT003-21,Tablet
Mightier,MT004_20,Tablet
MIKITECH,MK-ES300,Tablet
MIKU,TAB63A,Tablet
Mimio,MimioPro-G XX5,Tablet
Mimo,MCT_101EDL,Tablet
MINDEO,M50_EEA,Phone
MINDEO,MS8389,Tablet
Mindphone,Mindphone2,Phone
Minimal_Phone,MP01,Phone
Mint,Mint Triton,Phone
Mint,Mint VirGo,Phone
Mint,ULTRAMINTT_X5,Phone
Mintt,Blaze 3,Phone
Mintt,CoolMintt,Phone
Mintt,COOLMINTT NIU,Phone
Mintt,CoolMintt Rival,Phone
Mintt,CoolMintt_Blaze_2,Phone
Mintt,COOLMINTT_RIVAL_3,Phone
Mintt,COOLMINTT_X7,Phone
Mintt,COOLMINTT_X9,Phone
Mintt,MINTT_ASPIRE_X9,Phone
Mintt,MINTT_DIGI_2,Phone
Mintt,MINTT_PRIME_S11,Phone
Mintt,MINTT_T11,Tablet
Mintt,Mintt_T11_SE,Tablet
Mintt,Mintt_T3_SE,Tablet
Mintt,MinttM3,Phone
Mintt,MinttPoro,Phone
Mintt,P25,Phone
Mintt,P25+,Phone
Mintt,Rival_2,Phone
Mintt,T3,Tablet
Mintt,ULTRAMINTT A5,Phone
Mintt,ULTRAMINTT Y3,Phone
Mintt,ULTRAMINTT Y5,Phone
Mintt,ULTRAMINTT_A6,Phone
Mintt,ULTRAMINTT_X6,Phone
Mintt,UltraMinttT10,Tablet
Mintt,UltraMinttT2,Phone
Mio Tab,Mio_Tab_2019,Tablet
Mio Tab,MioTab MP0101635,Tablet
Mio Tab,MP0101632,Tablet
Mio Tab,MP0101788,Tablet
Mio Tab,MP0101789,Tablet
Mione,M-701Plus,Tablet
Mione,Mione_Pro,Phone
Mione,Mione_Pro_Plus,Phone
Mione,mione_S20,Phone
mipo,mipo_M17,Phone
mipo,mipo_M25,Phone
mipo,mipo_m26,Phone
mipo,mipo_m28,Phone
mipo,mipo_M46_Plus,Phone
mipo,mipo_M59,Phone
Mira,X2,Tablet
miracle_tap,miracle_tap_10,Tablet
MIRAI_TOUCH,IFP MIRAI TOUCH,Tablet
MIRAI_TOUCH,MXXCE3XE,Tablet
MIRAY,MIDM_F10,Tablet
MIRAY,TM4G_1006,Tablet
MIRAY,TM4G_806,Tablet
MIRAY,TPM4G_105,Tablet
MIRAY,TPM4G_E108,Tablet
MIRAY,TPM4G_E108_A,Tablet
MIRAY,TPM4G_E9863,Tablet
MIRO,A1,Phone
MIRO,MIRO C1,Phone
MIRO,Miro C67,Phone
MIRO,Miro C69M Pro,Phone
MIRO,Miro S67,Phone
MiTAC,hera_pro_eea,Phone
MiTAC,N630,Tablet
MiTAC,N635,Tablet
MiTAC,phaeton,Tablet
Mito,A67,Phone
Mito,Mito_A35,Phone
Mito,Mito_A36_W1,Phone
Mito,Mito_A37_Z1,Phone
Mito,MITO_T7,Tablet
Mito,T8,Phone
MLAB,8990,Tablet
MLAB,9095,Tablet
MLAB,9096,Phone
MLAB,9098,Tablet
