Manufacturer,Model,Form factor
Umidigi,S5 Pro,Phone
Umidigi,UMIDIGI A15,Phone
Umidigi,UMIDIGI A15C EEA,Phone
Umidigi,UMIDIGI A75x,Phone
Umidigi,UMIDIGI C1 EEA,Phone
Umidigi,UMIDIGI C2 EEA,Phone
Umidigi,UMIDIGI G1 EEA,Phone
Umidigi,UMIDIGI G100,Phone
Umidigi,UMIDIGI G100 Pro,Phone
Umidigi,UMIDIGI G100A,Phone
Umidigi,UMIDIGI G100x,Phone
Umidigi,UMIDIGI G3 Max EEA,Phone
Umidigi,UMIDIGI G5 EEA,Phone
Umidigi,UMIDIGI G5A EEA,Phone
Umidigi,UMIDIGI G6 5G,Phone
Umidigi,UMIDIGI G7_EEA,Phone
Umidigi,UMIDIGI G9A,Phone
Umidigi,UMIDIGI G9C,Phone
Umidigi,UMIDIGI G9T,Phone
Umidigi,UMIDIGI G9x,Phone
Umidigi,UMIDIGI Note 100,Phone
Umidigi,UMIDIGI Note 100 5G,Phone
Umidigi,UMIDIGI Note 100A,Phone
Umidigi,UMIDIGI X,Phone
Umidigi,Z2,Phone
Umidigi,Z2 Pro,Phone
Umx(Ultimate Mobile Experience),U2-PLUS-TE-VR,Phone
Umx(Ultimate Mobile Experience),U3AR,Phone
Umx(Ultimate Mobile Experience),U504TL,Phone
Umx(Ultimate Mobile Experience),U683CL,Phone
Umx(Ultimate Mobile Experience),U693CL,Phone
Umx(Ultimate Mobile Experience),U696CL,Phone
Unbluable),T7E,Tablet
Unihertz,Atom,Phone
Unihertz,Atom_L,Phone
Unihertz,Atom_XL,Phone
Unihertz,Jelly 2E,Phone
Unihertz,Jelly Max,Phone
Unihertz,Jelly Star,Phone
Unihertz,Jelly2,Phone
Unihertz,Jelly2_JP,Phone
Unihertz,Luna,Phone
Unihertz,TANK 01,Phone
Unihertz,Ticktock,Phone
Unihertz,TickTock-E,Phone
Unihertz,TickTock-S,Phone
Unihertz,Titan,Phone
Unihertz,Titan 2,Phone
Unihertz,Titan pocket,Phone
Unihertz,Titan Slim,Phone
UNION99,ZLQ9,Phone
UnionTek,S65,Phone
UnionTek,S65L,Phone
UNIQ-CELL,D7,Phone
Uniqcell,UNI 10X,Phone
Uniqcell,UNI GO,Phone
Uniqcell,UNI X,Phone
UNISCED,UNISCEDTAB24,Tablet
Uniscope,S6s,Tablet
Uniscope,s6w,Tablet
Unistrong,UT10,Phone
Unistrong,UT12,Phone
Unistrong,UT12P,Phone
Unistrong,UT30_EEA,Phone
Unistrong,UT32,Phone
Unistrong,UT56,Tablet
Unitech,EA320,Phone
Unitech,EA500Plus,Phone
Unitech,EA510,Phone
Unitech,EA520,Phone
Unitech,EA520_US,Phone
Unitech,EA530,Phone
Unitech,EA630,Phone
Unitech,EA630_Plus,Phone
Unitech,EA660,Phone
Unitech,HT330,Phone
Unitech,HT730,Phone
Unitech,HT730P,Phone
Unitech,PA760,Phone
Unitech,PA768,Phone
Unitech,RT112,Phone
Unitech,TB85,Phone
Unitech,TB85Plus,Phone
unitel,SMART_4G_II,Phone
unitel,U903,Phone
unitel,UNITEL_SMART_5G_S25,Phone
unitel,UNITEL_TAB_4G_H101,Tablet
unitel,USMART6,Phone
UNIWA,M101,Tablet
UNIWA,UNIWA W888,Phone
UNIWA,UNIWA_F400,Phone
UNIWA,UNIWA_W999,Phone
UNIWA,W555,Phone
Unnecto,Bolt 1U,Phone
Unnecto,Bolt1,Phone
Unnecto,UB101_albssl,Phone
Unnecto,UB202_albssl,Phone
Unnecto,UB501_enetnp,Phone
Unnecto,UE010,Phone
Unnion Technologies,UN-CT101,Tablet
Unnion Technologies,UNSP7,Phone
Unonu,N63A,Phone
Unonu,UN55L,Phone
Unonu,UNONU N65 LITE,Phone
Unonu,UNONU U4001,Phone
Unonu,UNONU W61,Phone
Unonu,UNONU_W609,Phone
Unonu,UT3G,Phone
Unonu,UT3GPlus,Tablet
Unonu,W57A,Phone
UnoPhone,NewPad 10,Tablet
UnoPhone,Premier5,Phone
UnoPhone,Premier5Max,Phone
UnoPhone,Premier_Pro_B,Phone
UnoPhone,Premier_ProA,Phone
UnoPhone,UNO_Prime6,Phone
UNOWHY,S10G001S4M_EEA,Tablet
UNOWHY,Y10_Premium,Tablet
UNOWHY,Y10G001S4M_EEA,Tablet
UNOWHY,Y10G007S4M_EEA,Tablet
UNOWHY,Y10G007S4MI_EEA,Tablet
Up_Mobile,Mover_Edition,Phone
URAO,A10Max_EEA,Tablet
URAO,C109-3,Tablet
URAO,G140L_EEA,Tablet
URAO,G142L_EEA,Tablet
URAO,G143A_EEA,Tablet
URAO,X108_EEA,Tablet
Urovo,CT58S,Phone
Urovo,DT20_EEA,Phone
Urovo,DT40_EEA,Phone
Urovo,DT50,Phone
Urovo,DT50 5G,Phone
Urovo,DT66,Phone
Urovo,i6310,Phone
Urovo,i9000S,Phone
Urovo,i9100,Phone
Urovo,P8100,Tablet
Urovo,P8100P,Tablet
Urovo,P8100P 5G,Tablet
Urovo,RT40,Phone
Urovo,RT40S,Phone
Urovo,U2,Phone
USConnect,VT10M2,Tablet
UTIME,TH602,Phone
V-MOCCS,VT-A9,Tablet
V7,BUV7TBLT10A,Tablet
V7,IFPXX03-V7PRO,Tablet
VALE,V10A,Tablet
VALE,V10E-LTE,Tablet
VALE,V10E_LTE_464,Tablet
VALE,V11E LTE_4128,Tablet
VALE,V12E LTE_14,Tablet
VALE,V12E-LTE,Tablet
VALIFONE,V200_EEA,Phone
VALIFONE,V210,Phone
VALIFONE,V710,Phone
VALIFONE,V730,Phone
VALIFONE,W888,Phone
VALIFONE,W999,Phone
Vankyo,MatrixPad-X36,Tablet
Vankyo,P10,Tablet
Vankyo,P31,Tablet
Vankyo,P31-E,Tablet
Vankyo,P40,Tablet
Vankyo,QTAB1010X,Tablet
Vankyo,S10,Tablet
Vankyo,S10_EEA,Tablet
Vankyo,S10_ROW,Tablet
Vankyo,S20,Tablet
Vankyo,S20_2020,Tablet
Vankyo,S20_EEA,Tablet
Vankyo,S21,Tablet
Vankyo,S30,Tablet
Vankyo,S30_EEA,Tablet
Vankyo,S7,Tablet
Vankyo,S7_EEA,Tablet
Vankyo,s8,Tablet
Vankyo,S8_EEA,Tablet
Vankyo,Vankyo_S10,Tablet
Vankyo,Vankyo_S10_EEA,Tablet
Vankyo,VANKYO_S7,Tablet
Vankyo,VANKYO_S7_EEA,Tablet
Vankyo,VANKYO_S8,Tablet
Vankyo,VANKYO_S8_EEA,Tablet
Vankyo,Z1,Tablet
Vankyo,Z10,Tablet
Vankyo,Z1_EEA,Tablet
Vankyo,Z4,Tablet
Vankyo,Z4_EEA,Tablet
VASOUN,L10-T02,Tablet
VASOUN,L10-T02-EEA,Tablet
VASOUN,L10-T11,Tablet
VASOUN,L10-T11-EEA,Tablet
VASOUN,L10-T17,Tablet
VASOUN,L10_A01,Tablet
VASOUN,L10_A01_EEA,Tablet
VASOUN,L10_A03,Tablet
VASOUN,L10_A03_EEA,Tablet
VASOUN,L10_A05,Tablet
VASOUN,L10_A05_EEA,Tablet
VASOUN,L10_A06,Tablet
VASOUN,L10_T05,Tablet
VASOUN,L10_T05_EEA,Tablet
VASOUN,L10_T06,Tablet
VASOUN,L10_T06_EEA,Tablet
VASOUN,L10_T08,Tablet
VASOUN,L10_T08_EEA,Tablet
VASOUN,L10_T10,Tablet
VASOUN,L10_T10_EEA,Tablet
VASOUN,L10_T14,Tablet
VASOUN,M7,Tablet
VASOUN,M7_EEA,Tablet
VASOUN,TAB12,Tablet
VASOUN,TAB12_EEA,Tablet
Vastking,KindPad_SA8_EEA,Tablet
Vastking,KingPad_K10,Tablet
Vastking,KingPad_K10_EEA,Tablet
Vastking,KingPad_K10Pro,Tablet
Vastking,KingPad_K10Pro_EEA,Tablet
Vastking,KingPad_M10,Tablet
Vastking,KingPad_M10_EEA,Tablet
Vastking,KingPad_SA10,Tablet
Vastking,KingPad_SA10_EEA,Phone
Vastking,KingPad_SA8,Tablet
Vastking,KingPad_Z10,Tablet
Vastking,KingPad_Z10_EEA,Tablet
Vastking,VZ-1,Phone
vatenick,v7-EEA,Tablet
VECT,VECT-IFPD,Tablet
Veidoo,T12,Tablet
Veidoo,T20,Tablet
Veidoo,T20-Plus,Tablet
Veidoo,T20_Play_EEA,Tablet
Veidoo,T30_EEA,Tablet
Veidoo,T30_PLUS,Tablet
Veidoo,T30_Plus_EEA,Tablet
Veidoo,T40,Tablet
Veidoo,T50,Tablet
Veidoo,T80,Tablet
Veidoo,T80_PLUS,Tablet
Veidoo,V88,Tablet
Veidoo,VEIDOO_T40,Tablet
Veidoo,VEIDOO_T40_EEA,Tablet
Veidoo,VEIDOO_T50,Tablet
Veidoo,VEIDOO_T60_PLUS,Tablet
Veidoo,VEIDOO_T70,Tablet
Veidoo,VEIDOO_T70_PLUS,Tablet
Veidoo,VEIDOO_T8,Tablet
Veidoo,VEIDOO_T80,Tablet
Veidoo,VeidooT30_EEA,Tablet
Venturer,CT9A06P23_eea,Tablet
Venturer,Mariner 10 Pro,Tablet
Venturer,VCT9B06Q22_eea,Tablet
Venturer,VCT9B06Q23,Tablet
Venturer,VCT9F0A68R23EU,Tablet
Venturer,VCT9F78Q22,Tablet
Venturer,VCT9F78Q22-A0,Tablet
Venturer,VCT9F78Q22-A1,Tablet
Venturer,VCT9F78Q22-E,Tablet
Venturer,VCT9F78Q22EU_eea,Tablet
